"cat01_code","(F002-02-2-006)全国農業地域・都道府県_ふるい目幅","cat02_code","(F002-02-1-010)被害面積及び被害量","unit","value"
"041","(都道府県)_奈良","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"041","(都道府県)_奈良","013","病害_いもち病_被害面積","ha","1760"
"041","(都道府県)_奈良","014","病害_いもち病_被害量","ｔ","1250"
"041","(都道府県)_奈良","015","病害_いもち病_被害率_実数","％","2.9"
"041","(都道府県)_奈良","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"041","(都道府県)_奈良","017","虫害_ウンカ_被害面積","ha","3560"
"041","(都道府県)_奈良","018","虫害_ウンカ_被害量","ｔ","3050"
"041","(都道府県)_奈良","019","虫害_ウンカ_被害率_実数","％","7.0"
"041","(都道府県)_奈良","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","6.6"
"041","(都道府県)_奈良","021","虫害_カメムシ_被害面積","ha","620"
"041","(都道府県)_奈良","022","虫害_カメムシ_被害量","ｔ","80"
"041","(都道府県)_奈良","023","虫害_カメムシ_被害率_実数","％","0.2"
"041","(都道府県)_奈良","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"042","(都道府県)_和歌山","001","気象被害_冷害_被害面積","ha","－"
"042","(都道府県)_和歌山","002","気象被害_冷害_被害量","ｔ","－"
"042","(都道府県)_和歌山","003","気象被害_冷害_被害率_実数","％","－"
"042","(都道府県)_和歌山","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"042","(都道府県)_和歌山","005","気象被害_日照不足_被害面積","ha","3190"
"042","(都道府県)_和歌山","006","気象被害_日照不足_被害量","ｔ","1250"
"042","(都道府県)_和歌山","007","気象被害_日照不足_被害率_実数","％","4.0"
"042","(都道府県)_和歌山","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","2.5"
"042","(都道府県)_和歌山","009","気象被害_高温障害_被害面積","ha","3880"
"042","(都道府県)_和歌山","010","気象被害_高温障害_被害量","ｔ","412"
"042","(都道府県)_和歌山","011","気象被害_高温障害_被害率_実数","％","1.3"
"042","(都道府県)_和歌山","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.7"
"042","(都道府県)_和歌山","013","病害_いもち病_被害面積","ha","938"
"042","(都道府県)_和歌山","014","病害_いもち病_被害量","ｔ","295"
"042","(都道府県)_和歌山","015","病害_いもち病_被害率_実数","％","0.9"
"042","(都道府県)_和歌山","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"042","(都道府県)_和歌山","017","虫害_ウンカ_被害面積","ha","2200"
"042","(都道府県)_和歌山","018","虫害_ウンカ_被害量","ｔ","1750"
"042","(都道府県)_和歌山","019","虫害_ウンカ_被害率_実数","％","5.6"
"042","(都道府県)_和歌山","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","4.3"
"042","(都道府県)_和歌山","021","虫害_カメムシ_被害面積","ha","750"
"042","(都道府県)_和歌山","022","虫害_カメムシ_被害量","ｔ","78"
"042","(都道府県)_和歌山","023","虫害_カメムシ_被害率_実数","％","0.3"
"042","(都道府県)_和歌山","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"043","(都道府県)_鳥取","001","気象被害_冷害_被害面積","ha","－"
"043","(都道府県)_鳥取","002","気象被害_冷害_被害量","ｔ","－"
"043","(都道府県)_鳥取","003","気象被害_冷害_被害率_実数","％","－"
"043","(都道府県)_鳥取","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"043","(都道府県)_鳥取","005","気象被害_日照不足_被害面積","ha","3670"
"043","(都道府県)_鳥取","006","気象被害_日照不足_被害量","ｔ","710"
"043","(都道府県)_鳥取","007","気象被害_日照不足_被害率_実数","％","1.1"
"043","(都道府県)_鳥取","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-3.0"
"043","(都道府県)_鳥取","009","気象被害_高温障害_被害面積","ha","3710"
"043","(都道府県)_鳥取","010","気象被害_高温障害_被害量","ｔ","760"
"043","(都道府県)_鳥取","011","気象被害_高温障害_被害率_実数","％","1.1"
"043","(都道府県)_鳥取","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.5"
"043","(都道府県)_鳥取","013","病害_いもち病_被害面積","ha","1030"
"043","(都道府県)_鳥取","014","病害_いもち病_被害量","ｔ","502"
"043","(都道府県)_鳥取","015","病害_いもち病_被害率_実数","％","0.8"
"043","(都道府県)_鳥取","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.5"
"043","(都道府県)_鳥取","017","虫害_ウンカ_被害面積","ha","617"
"043","(都道府県)_鳥取","018","虫害_ウンカ_被害量","ｔ","225"
"043","(都道府県)_鳥取","019","虫害_ウンカ_被害率_実数","％","0.3"
"043","(都道府県)_鳥取","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"043","(都道府県)_鳥取","021","虫害_カメムシ_被害面積","ha","880"
"043","(都道府県)_鳥取","022","虫害_カメムシ_被害量","ｔ","75"
"043","(都道府県)_鳥取","023","虫害_カメムシ_被害率_実数","％","0.1"
"043","(都道府県)_鳥取","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"044","(都道府県)_島根","001","気象被害_冷害_被害面積","ha","－"
"044","(都道府県)_島根","002","気象被害_冷害_被害量","ｔ","－"
"044","(都道府県)_島根","003","気象被害_冷害_被害率_実数","％","－"
"044","(都道府県)_島根","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"044","(都道府県)_島根","005","気象被害_日照不足_被害面積","ha","17100"
"044","(都道府県)_島根","006","気象被害_日照不足_被害量","ｔ","2260"
"044","(都道府県)_島根","007","気象被害_日照不足_被害率_実数","％","2.6"
"044","(都道府県)_島根","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.5"
"044","(都道府県)_島根","009","気象被害_高温障害_被害面積","ha","5150"
"044","(都道府県)_島根","010","気象被害_高温障害_被害量","ｔ","1080"
"044","(都道府県)_島根","011","気象被害_高温障害_被害率_実数","％","1.2"
"044","(都道府県)_島根","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"044","(都道府県)_島根","013","病害_いもち病_被害面積","ha","1850"
"044","(都道府県)_島根","014","病害_いもち病_被害量","ｔ","470"
"044","(都道府県)_島根","015","病害_いもち病_被害率_実数","％","0.5"
"044","(都道府県)_島根","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.7"
"044","(都道府県)_島根","017","虫害_ウンカ_被害面積","ha","1350"
"044","(都道府県)_島根","018","虫害_ウンカ_被害量","ｔ","500"
"044","(都道府県)_島根","019","虫害_ウンカ_被害率_実数","％","0.6"
"044","(都道府県)_島根","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"044","(都道府県)_島根","021","虫害_カメムシ_被害面積","ha","830"
"044","(都道府県)_島根","022","虫害_カメムシ_被害量","ｔ","100"
"044","(都道府県)_島根","023","虫害_カメムシ_被害率_実数","％","0.1"
"044","(都道府県)_島根","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"045","(都道府県)_岡山","001","気象被害_冷害_被害面積","ha","－"
"045","(都道府県)_岡山","002","気象被害_冷害_被害量","ｔ","－"
"045","(都道府県)_岡山","003","気象被害_冷害_被害率_実数","％","－"
"045","(都道府県)_岡山","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"045","(都道府県)_岡山","005","気象被害_日照不足_被害面積","ha","22700"
"045","(都道府県)_岡山","006","気象被害_日照不足_被害量","ｔ","3470"
"045","(都道府県)_岡山","007","気象被害_日照不足_被害率_実数","％","2.2"
"045","(都道府県)_岡山","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"045","(都道府県)_岡山","009","気象被害_高温障害_被害面積","ha","12600"
"045","(都道府県)_岡山","010","気象被害_高温障害_被害量","ｔ","2300"
"045","(都道府県)_岡山","011","気象被害_高温障害_被害率_実数","％","1.5"
"045","(都道府県)_岡山","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"045","(都道府県)_岡山","013","病害_いもち病_被害面積","ha","9970"
"045","(都道府県)_岡山","014","病害_いもち病_被害量","ｔ","2590"
"045","(都道府県)_岡山","015","病害_いもち病_被害率_実数","％","1.7"
"045","(都道府県)_岡山","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.8"
"045","(都道府県)_岡山","017","虫害_ウンカ_被害面積","ha","7280"
"045","(都道府県)_岡山","018","虫害_ウンカ_被害量","ｔ","3720"
"045","(都道府県)_岡山","019","虫害_ウンカ_被害率_実数","％","2.4"
"045","(都道府県)_岡山","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","1.0"
"045","(都道府県)_岡山","021","虫害_カメムシ_被害面積","ha","3470"
"045","(都道府県)_岡山","022","虫害_カメムシ_被害量","ｔ","521"
"045","(都道府県)_岡山","023","虫害_カメムシ_被害率_実数","％","0.3"
"045","(都道府県)_岡山","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"046","(都道府県)_広島","001","気象被害_冷害_被害面積","ha","－"
"046","(都道府県)_広島","002","気象被害_冷害_被害量","ｔ","－"
"046","(都道府県)_広島","003","気象被害_冷害_被害率_実数","％","－"
"046","(都道府県)_広島","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"046","(都道府県)_広島","005","気象被害_日照不足_被害面積","ha","22600"
"046","(都道府県)_広島","006","気象被害_日照不足_被害量","ｔ","5030"
"046","(都道府県)_広島","007","気象被害_日照不足_被害率_実数","％","4.2"
"046","(都道府県)_広島","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.1"
"046","(都道府県)_広島","009","気象被害_高温障害_被害面積","ha","12600"
"046","(都道府県)_広島","010","気象被害_高温障害_被害量","ｔ","1920"
"046","(都道府県)_広島","011","気象被害_高温障害_被害率_実数","％","1.6"
"046","(都道府県)_広島","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"046","(都道府県)_広島","013","病害_いもち病_被害面積","ha","4920"
"046","(都道府県)_広島","014","病害_いもち病_被害量","ｔ","971"
"046","(都道府県)_広島","015","病害_いもち病_被害率_実数","％","0.8"
"046","(都道府県)_広島","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"046","(都道府県)_広島","017","虫害_ウンカ_被害面積","ha","6250"
"046","(都道府県)_広島","018","虫害_ウンカ_被害量","ｔ","3070"
"046","(都道府県)_広島","019","虫害_ウンカ_被害率_実数","％","2.6"
"046","(都道府県)_広島","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","1.8"
"046","(都道府県)_広島","021","虫害_カメムシ_被害面積","ha","1450"
"046","(都道府県)_広島","022","虫害_カメムシ_被害量","ｔ","587"
"046","(都道府県)_広島","023","虫害_カメムシ_被害率_実数","％","0.5"
"046","(都道府県)_広島","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"047","(都道府県)_山口","001","気象被害_冷害_被害面積","ha","－"
"047","(都道府県)_山口","002","気象被害_冷害_被害量","ｔ","－"
"047","(都道府県)_山口","003","気象被害_冷害_被害率_実数","％","－"
"047","(都道府県)_山口","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"047","(都道府県)_山口","005","気象被害_日照不足_被害面積","ha","18900"
"047","(都道府県)_山口","006","気象被害_日照不足_被害量","ｔ","2950"
"047","(都道府県)_山口","007","気象被害_日照不足_被害率_実数","％","3.1"
"047","(都道府県)_山口","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-3.0"
"047","(都道府県)_山口","009","気象被害_高温障害_被害面積","ha","9960"
"047","(都道府県)_山口","010","気象被害_高温障害_被害量","ｔ","930"
"047","(都道府県)_山口","011","気象被害_高温障害_被害率_実数","％","1.0"
"047","(都道府県)_山口","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.2"
"047","(都道府県)_山口","013","病害_いもち病_被害面積","ha","2000"
"047","(都道府県)_山口","014","病害_いもち病_被害量","ｔ","680"
"047","(都道府県)_山口","015","病害_いもち病_被害率_実数","％","0.7"
"047","(都道府県)_山口","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"047","(都道府県)_山口","017","虫害_ウンカ_被害面積","ha","10700"
"047","(都道府県)_山口","018","虫害_ウンカ_被害量","ｔ","17200"
"047","(都道府県)_山口","019","虫害_ウンカ_被害率_実数","％","18.0"
"047","(都道府県)_山口","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","16.0"
"047","(都道府県)_山口","021","虫害_カメムシ_被害面積","ha","1390"
"047","(都道府県)_山口","022","虫害_カメムシ_被害量","ｔ","261"
"047","(都道府県)_山口","023","虫害_カメムシ_被害率_実数","％","0.3"
"047","(都道府県)_山口","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"048","(都道府県)_徳島","001","気象被害_冷害_被害面積","ha","－"
"048","(都道府県)_徳島","002","気象被害_冷害_被害量","ｔ","－"
"048","(都道府県)_徳島","003","気象被害_冷害_被害率_実数","％","－"
"048","(都道府県)_徳島","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"048","(都道府県)_徳島","005","気象被害_日照不足_被害面積","ha","11000"
"048","(都道府県)_徳島","006","気象被害_日照不足_被害量","ｔ","1080"
"048","(都道府県)_徳島","007","気象被害_日照不足_被害率_実数","％","2.1"
"048","(都道府県)_徳島","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-2.6"
"048","(都道府県)_徳島","009","気象被害_高温障害_被害面積","ha","8290"
"048","(都道府県)_徳島","010","気象被害_高温障害_被害量","ｔ","407"
"048","(都道府県)_徳島","011","気象被害_高温障害_被害率_実数","％","0.8"
"048","(都道府県)_徳島","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.8"
"048","(都道府県)_徳島","013","病害_いもち病_被害面積","ha","3720"
"048","(都道府県)_徳島","014","病害_いもち病_被害量","ｔ","312"
"048","(都道府県)_徳島","015","病害_いもち病_被害率_実数","％","0.6"
"048","(都道府県)_徳島","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.2"
"048","(都道府県)_徳島","017","虫害_ウンカ_被害面積","ha","553"
"048","(都道府県)_徳島","018","虫害_ウンカ_被害量","ｔ","91"
"048","(都道府県)_徳島","019","虫害_ウンカ_被害率_実数","％","0.2"
"048","(都道府県)_徳島","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.2"
"048","(都道府県)_徳島","021","虫害_カメムシ_被害面積","ha","3090"
"048","(都道府県)_徳島","022","虫害_カメムシ_被害量","ｔ","177"
"048","(都道府県)_徳島","023","虫害_カメムシ_被害率_実数","％","0.3"
"048","(都道府県)_徳島","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"049","(都道府県)_香川","001","気象被害_冷害_被害面積","ha","－"
"049","(都道府県)_香川","002","気象被害_冷害_被害量","ｔ","－"
"049","(都道府県)_香川","003","気象被害_冷害_被害率_実数","％","－"
"049","(都道府県)_香川","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"049","(都道府県)_香川","005","気象被害_日照不足_被害面積","ha","8550"
"049","(都道府県)_香川","006","気象被害_日照不足_被害量","ｔ","1900"
"049","(都道府県)_香川","007","気象被害_日照不足_被害率_実数","％","3.3"
"049","(都道府県)_香川","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-2.6"
"049","(都道府県)_香川","009","気象被害_高温障害_被害面積","ha","6350"
"049","(都道府県)_香川","010","気象被害_高温障害_被害量","ｔ","850"
"049","(都道府県)_香川","011","気象被害_高温障害_被害率_実数","％","1.5"
"049","(都道府県)_香川","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","1.3"
"049","(都道府県)_香川","013","病害_いもち病_被害面積","ha","3650"
"049","(都道府県)_香川","014","病害_いもち病_被害量","ｔ","840"
"049","(都道府県)_香川","015","病害_いもち病_被害率_実数","％","1.4"
"049","(都道府県)_香川","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.3"
"049","(都道府県)_香川","017","虫害_ウンカ_被害面積","ha","4540"
"049","(都道府県)_香川","018","虫害_ウンカ_被害量","ｔ","470"
"049","(都道府県)_香川","019","虫害_ウンカ_被害率_実数","％","0.8"
"049","(都道府県)_香川","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"049","(都道府県)_香川","021","虫害_カメムシ_被害面積","ha","2400"
"049","(都道府県)_香川","022","虫害_カメムシ_被害量","ｔ","150"
"049","(都道府県)_香川","023","虫害_カメムシ_被害率_実数","％","0.3"
"049","(都道府県)_香川","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"050","(都道府県)_愛媛","001","気象被害_冷害_被害面積","ha","－"
"050","(都道府県)_愛媛","002","気象被害_冷害_被害量","ｔ","－"
"050","(都道府県)_愛媛","003","気象被害_冷害_被害率_実数","％","－"
"050","(都道府県)_愛媛","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"050","(都道府県)_愛媛","005","気象被害_日照不足_被害面積","ha","12200"
"050","(都道府県)_愛媛","006","気象被害_日照不足_被害量","ｔ","1940"
"050","(都道府県)_愛媛","007","気象被害_日照不足_被害率_実数","％","2.9"
"050","(都道府県)_愛媛","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-2.1"
"050","(都道府県)_愛媛","009","気象被害_高温障害_被害面積","ha","10700"
"050","(都道府県)_愛媛","010","気象被害_高温障害_被害量","ｔ","1340"
"050","(都道府県)_愛媛","011","気象被害_高温障害_被害率_実数","％","2.0"
"050","(都道府県)_愛媛","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.0"
"050","(都道府県)_愛媛","013","病害_いもち病_被害面積","ha","3500"
"050","(都道府県)_愛媛","014","病害_いもち病_被害量","ｔ","735"
"050","(都道府県)_愛媛","015","病害_いもち病_被害率_実数","％","1.1"
"050","(都道府県)_愛媛","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"050","(都道府県)_愛媛","017","虫害_ウンカ_被害面積","ha","2820"
"050","(都道府県)_愛媛","018","虫害_ウンカ_被害量","ｔ","2340"
"050","(都道府県)_愛媛","019","虫害_ウンカ_被害率_実数","％","3.5"
"050","(都道府県)_愛媛","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","2.5"
"050","(都道府県)_愛媛","021","虫害_カメムシ_被害面積","ha","1480"
"050","(都道府県)_愛媛","022","虫害_カメムシ_被害量","ｔ","200"
"050","(都道府県)_愛媛","023","虫害_カメムシ_被害率_実数","％","0.3"
"050","(都道府県)_愛媛","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"051","(都道府県)_高知","001","気象被害_冷害_被害面積","ha","－"
"051","(都道府県)_高知","002","気象被害_冷害_被害量","ｔ","－"
"051","(都道府県)_高知","003","気象被害_冷害_被害率_実数","％","－"
"051","(都道府県)_高知","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"051","(都道府県)_高知","005","気象被害_日照不足_被害面積","ha","11300"
"051","(都道府県)_高知","006","気象被害_日照不足_被害量","ｔ","3280"
"051","(都道府県)_高知","007","気象被害_日照不足_被害率_実数","％","6.4"
"051","(都道府県)_高知","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.0"
"051","(都道府県)_高知","009","気象被害_高温障害_被害面積","ha","4950"
"051","(都道府県)_高知","010","気象被害_高温障害_被害量","ｔ","740"
"051","(都道府県)_高知","011","気象被害_高温障害_被害率_実数","％","1.4"
"051","(都道府県)_高知","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","0.8"
"051","(都道府県)_高知","013","病害_いもち病_被害面積","ha","3400"
"051","(都道府県)_高知","014","病害_いもち病_被害量","ｔ","1190"
"051","(都道府県)_高知","015","病害_いもち病_被害率_実数","％","2.3"
"051","(都道府県)_高知","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"051","(都道府県)_高知","017","虫害_ウンカ_被害面積","ha","2480"
"051","(都道府県)_高知","018","虫害_ウンカ_被害量","ｔ","970"
"051","(都道府県)_高知","019","虫害_ウンカ_被害率_実数","％","1.9"
"051","(都道府県)_高知","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","-2.1"
"051","(都道府県)_高知","021","虫害_カメムシ_被害面積","ha","3960"
"051","(都道府県)_高知","022","虫害_カメムシ_被害量","ｔ","160"
"051","(都道府県)_高知","023","虫害_カメムシ_被害率_実数","％","0.3"
"051","(都道府県)_高知","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"052","(都道府県)_福岡","001","気象被害_冷害_被害面積","ha","－"
"052","(都道府県)_福岡","002","気象被害_冷害_被害量","ｔ","－"
"052","(都道府県)_福岡","003","気象被害_冷害_被害率_実数","％","－"
"052","(都道府県)_福岡","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"052","(都道府県)_福岡","005","気象被害_日照不足_被害面積","ha","34900"
"052","(都道府県)_福岡","006","気象被害_日照不足_被害量","ｔ","18100"
"052","(都道府県)_福岡","007","気象被害_日照不足_被害率_実数","％","10.5"
"052","(都道府県)_福岡","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","3.0"
"052","(都道府県)_福岡","009","気象被害_高温障害_被害面積","ha","25500"
"052","(都道府県)_福岡","010","気象被害_高温障害_被害量","ｔ","8320"
"052","(都道府県)_福岡","011","気象被害_高温障害_被害率_実数","％","4.8"
"052","(都道府県)_福岡","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","4.5"
"052","(都道府県)_福岡","013","病害_いもち病_被害面積","ha","9100"
"052","(都道府県)_福岡","014","病害_いもち病_被害量","ｔ","1660"
"052","(都道府県)_福岡","015","病害_いもち病_被害率_実数","％","1.0"
"052","(都道府県)_福岡","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.2"
"052","(都道府県)_福岡","017","虫害_ウンカ_被害面積","ha","9690"
"052","(都道府県)_福岡","018","虫害_ウンカ_被害量","ｔ","2890"
"052","(都道府県)_福岡","019","虫害_ウンカ_被害率_実数","％","1.7"
"052","(都道府県)_福岡","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.4"
"052","(都道府県)_福岡","021","虫害_カメムシ_被害面積","ha","2260"
"052","(都道府県)_福岡","022","虫害_カメムシ_被害量","ｔ","253"
"052","(都道府県)_福岡","023","虫害_カメムシ_被害率_実数","％","0.1"
"052","(都道府県)_福岡","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.1"
"053","(都道府県)_佐賀","001","気象被害_冷害_被害面積","ha","－"
"053","(都道府県)_佐賀","002","気象被害_冷害_被害量","ｔ","－"
"053","(都道府県)_佐賀","003","気象被害_冷害_被害率_実数","％","－"
"053","(都道府県)_佐賀","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"053","(都道府県)_佐賀","005","気象被害_日照不足_被害面積","ha","23200"
"053","(都道府県)_佐賀","006","気象被害_日照不足_被害量","ｔ","9760"
"053","(都道府県)_佐賀","007","気象被害_日照不足_被害率_実数","％","7.9"
"053","(都道府県)_佐賀","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","-3.4"
"053","(都道府県)_佐賀","009","気象被害_高温障害_被害面積","ha","6560"
"053","(都道府県)_佐賀","010","気象被害_高温障害_被害量","ｔ","685"
"053","(都道府県)_佐賀","011","気象被害_高温障害_被害率_実数","％","0.6"
"053","(都道府県)_佐賀","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.4"
"053","(都道府県)_佐賀","013","病害_いもち病_被害面積","ha","3370"
"053","(都道府県)_佐賀","014","病害_いもち病_被害量","ｔ","860"
"053","(都道府県)_佐賀","015","病害_いもち病_被害率_実数","％","0.7"
"053","(都道府県)_佐賀","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-1.3"
"053","(都道府県)_佐賀","017","虫害_ウンカ_被害面積","ha","1470"
"053","(都道府県)_佐賀","018","虫害_ウンカ_被害量","ｔ","1520"
"053","(都道府県)_佐賀","019","虫害_ウンカ_被害率_実数","％","1.2"
"053","(都道府県)_佐賀","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","-4.2"
"053","(都道府県)_佐賀","021","虫害_カメムシ_被害面積","ha","540"
"053","(都道府県)_佐賀","022","虫害_カメムシ_被害量","ｔ","46"
"053","(都道府県)_佐賀","023","虫害_カメムシ_被害率_実数","％","0.0"
"053","(都道府県)_佐賀","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.0"
"054","(都道府県)_長崎","001","気象被害_冷害_被害面積","ha","－"
"054","(都道府県)_長崎","002","気象被害_冷害_被害量","ｔ","－"
"054","(都道府県)_長崎","003","気象被害_冷害_被害率_実数","％","－"
"054","(都道府県)_長崎","004","気象被害_冷害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"054","(都道府県)_長崎","005","気象被害_日照不足_被害面積","ha","11100"
"054","(都道府県)_長崎","006","気象被害_日照不足_被害量","ｔ","2620"
"054","(都道府県)_長崎","007","気象被害_日照不足_被害率_実数","％","4.9"
"054","(都道府県)_長崎","008","気象被害_日照不足_被害率_対前年差","ﾎﾟｲﾝﾄ","1.0"
"054","(都道府県)_長崎","009","気象被害_高温障害_被害面積","ha","－"
"054","(都道府県)_長崎","010","気象被害_高温障害_被害量","ｔ","－"
"054","(都道府県)_長崎","011","気象被害_高温障害_被害率_実数","％","－"
"054","(都道府県)_長崎","012","気象被害_高温障害_被害率_対前年差","ﾎﾟｲﾝﾄ","－"
"054","(都道府県)_長崎","013","病害_いもち病_被害面積","ha","1670"
"054","(都道府県)_長崎","014","病害_いもち病_被害量","ｔ","348"
"054","(都道府県)_長崎","015","病害_いもち病_被害率_実数","％","0.7"
"054","(都道府県)_長崎","016","病害_いもち病_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.7"
"054","(都道府県)_長崎","017","虫害_ウンカ_被害面積","ha","2380"
"054","(都道府県)_長崎","018","虫害_ウンカ_被害量","ｔ","1540"
"054","(都道府県)_長崎","019","虫害_ウンカ_被害率_実数","％","2.9"
"054","(都道府県)_長崎","020","虫害_ウンカ_被害率_対前年差","ﾎﾟｲﾝﾄ","-0.4"
"054","(都道府県)_長崎","021","虫害_カメムシ_被害面積","ha","865"
"054","(都道府県)_長崎","022","虫害_カメムシ_被害量","ｔ","102"
"054","(都道府県)_長崎","023","虫害_カメムシ_被害率_実数","％","0.2"
"054","(都道府県)_長崎","024","虫害_カメムシ_被害率_対前年差","ﾎﾟｲﾝﾄ","0.1"
"055","(都道府県)_熊本","001","気象被害_冷害_被害面積","ha","－"
